pair_id,target_model,category,strategy,selection_seed,selection_rank_sha256
5add41717cb0c240e253a261,nvidia/nemotron-3-nano-30b-a3b,intoxication,RolePrompting,20260829,1325fed8db248cc5f7cc90dae1c1be0adcfb9318e29c2b4fb6cb879d7beb0f6e
767d5845e28463ea4c2ed7b0,nvidia/nemotron-3-nano-30b-a3b,intoxication,RolePrompting,20260829,11edb4aa8033461951f2691d733f2c7878a7b63b2af7f4ff5cc3829a356cde58
8753c4f2dfffabf4c70056d1,nvidia/nemotron-3-nano-30b-a3b,intoxication,RolePrompting,20260829,1e891823b0f2a83ed7743dee5b1e3b3544e9ff45757dfa3e735670124fa02e6e
f6b0718324f4f6707d2da462,nvidia/nemotron-3-nano-30b-a3b,intoxication,RolePrompting,20260829,1a5430e9a91f62994b47d9647857457b3b10c83240ef6914edf9db833538ab04
41cc2f42b24968186673a929,nvidia/nemotron-3-nano-30b-a3b,intoxication,ScenarioNesting,20260829,07b2a508921338820ce4cfe644c5c95d937aa249f915110922eef75af5852fb9
557123a90ee21fbafe2ca3d5,nvidia/nemotron-3-nano-30b-a3b,intoxication,ScenarioNesting,20260829,04c83264a65edc66476a51878c1d960936d67e63fa3f5c2ef0736743c4682dab
6918b4caa7c1913151d96ba4,nvidia/nemotron-3-nano-30b-a3b,intoxication,ScenarioNesting,20260829,0d18749e2defac941c8855f9929c3e5918856e7f7ab1ce0cb00e33e863f7e786
703a8dcbfb7dae2aaa251664,nvidia/nemotron-3-nano-30b-a3b,intoxication,ScenarioNesting,20260829,041c5f4a11e8ea272f5dcf33ae83e60a7319edfd6fd4c7a821a0360496f58c6f
90793f9f372a5f0386840934,nvidia/nemotron-3-nano-30b-a3b,intoxication,ScenarioNesting,20260829,0892d3dc5c8addca0d98e4f2b1b21435bc01e5c41762784eac6d4548e9a98f51
4f2a6049a9fc61dba26cfffc,nvidia/nemotron-3-nano-30b-a3b,intoxication,SymbolicMasking,20260829,21575bbdce371a3564c10d5bb97fb22ac9668c048c4f1f0c68e4e06224087a5d
52db54580482624620672c05,nvidia/nemotron-3-nano-30b-a3b,intoxication,SymbolicMasking,20260829,274289e52921f301e6be1de7b559570c69c57cc2b978b5db62b6626d7e22854f
82b672bb18cc536756763b84,nvidia/nemotron-3-nano-30b-a3b,intoxication,SymbolicMasking,20260829,1ff56cb75fb514b65c7332a12c84436c9891b4030b0f0faf0aecdbd5404580ed
b53268b59fdacbf0a7509ab4,nvidia/nemotron-3-nano-30b-a3b,intoxication,SymbolicMasking,20260829,212b66686b140e360d53afbd6b59dd377bc0b90657926c08d393d53e347d0609
be22f3d335c44fda7b28f9b1,nvidia/nemotron-3-nano-30b-a3b,intoxication,SymbolicMasking,20260829,04cba1ffb0c62db042bafd49d1cf71219e7642491b49e45f0baad2aa7ac33b36
0ef69e5f094fd76e4acec340,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,RolePrompting,20260829,05dd72dd803393c9a9902ee05f29dc259165fa885edf23ddd7ea490e4a040c2f
15ed1304c9ff322523629b92,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,RolePrompting,20260829,1a057745bc48fd0e84664079fbb6529d97b6da39ecdc3656c57b643deaf788ee
1be03af9b10244bc6f371e06,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,RolePrompting,20260829,17350121e21af86420ea7ecd5e2b237b578ea9c281ab67dcae4fd390f4a2587b
737696123053296cccc9a09c,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,RolePrompting,20260829,291d920c93cffe46dec7206a1e067cdf434fa122109bf5787fb544e19a60abc0
be955b046c20b2798db02310,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,RolePrompting,20260829,18e0ed34dc34e22c7c84b385cf2cf073d00c6174d75a62ac7287b7c7fe297d38
26f6a578d8097de6b3f5f851,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,ScenarioNesting,20260829,150038a9b5b0916aafd24b031124165d5c86572e8e4e6dac86c08727c8d482e1
2e7de75709d6e3bfe81db43c,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,ScenarioNesting,20260829,009320aa441c11a554498f8672e27b65050922105f3920d8a6ab3ec10bc39e4d
41867c5ca6c791559268af2f,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,ScenarioNesting,20260829,0ad7672b95809a41dee4b4ebf10cda9f76dca25681c0b242522e281702591974
ea3445d4904600d00905d22b,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,ScenarioNesting,20260829,0976afc9143aad064f2997ec9aa36ad3ad941d158fc8d71920506db5fce78a16
ef3c6a3d069fee6b56d24fc9,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,ScenarioNesting,20260829,0257e457ce0e4180e0751ca0b649227b4f61daaea0f70149e02987e0a1a7d5f4
3dcc0c316d5955f794a43cb7,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,SymbolicMasking,20260829,2662d25384f7f204e1807201dc015e0cc2d3deb7c35cf83a3225a6f3f94bac00
7ab8c73366e22093ac7d146d,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,SymbolicMasking,20260829,18ef29a995a9414c123e69e472273b0fbeabf5b6b74c68b51c87af0186012666
9fe098995365bef1dc0cb62e,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,SymbolicMasking,20260829,14f900c73a074d90f659cf8ab0ced92df306ba7ea148f70b682f30cdae34cdc1
b9586fdd43b62f4a07609985,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,SymbolicMasking,20260829,2967d0395dd9f9a432d863779258cfb444b7486cdf3b62d06c302c97df854414
feee723596425791fa532513,nvidia/nemotron-3-nano-30b-a3b,sexual_violence,SymbolicMasking,20260829,0b95e7b68da636ca10653b20674f3bda4336a6cef8d72c989995b680f40edabc
0d263082d19bd7e757ca9e72,nvidia/nemotron-3-nano-30b-a3b,violence,RolePrompting,20260829,190f1c3873ff3ed66b6814314416e6ba377eb4dc96a9c4becba1b123bb311d37
6883736e286e2e21240d6818,nvidia/nemotron-3-nano-30b-a3b,violence,RolePrompting,20260829,0ea1ee132c311e9aa9fab4839ecf790cf43129a4f54ea99ba08e644e14ae945e
722dd69e45cb8953e207c99a,nvidia/nemotron-3-nano-30b-a3b,violence,RolePrompting,20260829,0d862570751158b4c530bf6c982c9cec791a6994f23ee7f54ef4c7278dfc6606
99609f2097ee98168a5b61c6,nvidia/nemotron-3-nano-30b-a3b,violence,RolePrompting,20260829,0e48fb46721632808832167036934d336c41b9c4e8738028d82c91e060e03a91
bd31709e53834851772496f5,nvidia/nemotron-3-nano-30b-a3b,violence,RolePrompting,20260829,034c4a6253ec8f0bb6a611e6ef94c7fd80bdfc3c03ba1e1fc1117936cc6d7724
19d0cbd59e46905e205331ad,nvidia/nemotron-3-nano-30b-a3b,violence,ScenarioNesting,20260829,0b60dba21491ce12f59457eb9195fc5ab9b331740698c910c57769cc1930342a
35636401ad9d0b4df4093a63,nvidia/nemotron-3-nano-30b-a3b,violence,ScenarioNesting,20260829,2ed56a243cc51cddf71d665a204b78594909cdf54ebcab811c98a7ac969f8f12
3be779f9ea405659cb5fea01,nvidia/nemotron-3-nano-30b-a3b,violence,ScenarioNesting,20260829,11205c1483a1b24515aee7ac77ae247301648968c7d6fc18f4e5f9217f799fa8
5462b5ee294126b71a778c10,nvidia/nemotron-3-nano-30b-a3b,violence,ScenarioNesting,20260829,1887857668f616dbeb3949155459695cfe64b9e33195ffb1b09548a1e5c3e24c
55b84812f047c8c05bfa4f86,nvidia/nemotron-3-nano-30b-a3b,violence,ScenarioNesting,20260829,19ed78e1855968f6d2509e17674c8762f3c604df64f3594fd85a3c9be5c0c55d
16712c4c965dd177b4fc8b6c,nvidia/nemotron-3-nano-30b-a3b,violence,SymbolicMasking,20260829,0383c8654e51374c3b038e4b55e834d7a20e468f2ac5746b289d6b469da8433f
3fc5d2fbb2d96c6b3c02b281,nvidia/nemotron-3-nano-30b-a3b,violence,SymbolicMasking,20260829,033a70a4c417236fdee815941e04343429a91759ab8f8add3c3c3d4b61e34c9f
598ea12d6cfedff4007b2ab0,nvidia/nemotron-3-nano-30b-a3b,violence,SymbolicMasking,20260829,06f1faa2718c77c0a06a78f13e76b69b47f1721bc9adfb6459510bf931f62ce0
6cf76241688d5632c3bf9d99,nvidia/nemotron-3-nano-30b-a3b,violence,SymbolicMasking,20260829,07c39816205c4677cbaa8768a7d692bb846adb24021d1bba561297e18d6c1c2f
a3dae332d7d508a4755421c9,nvidia/nemotron-3-nano-30b-a3b,violence,SymbolicMasking,20260829,129396cc0bee324a97d91db4e85394413c0254f3f9b4dbc19be7b9a8f754469f
1af9851dfe1c17354db5fb8c,openai/gpt-oss-20b,gambling,RolePrompting,20260829,10a2a2044105fb45a6941579dbea0f23f7479f556626e4ca2a26082afebe7c82
6789189b3397968de7e4e98d,openai/gpt-oss-20b,gambling,RolePrompting,20260829,03725f1485a6a62d655964984159ad5eaf7dfa20d85b778fe57ee95814d93d26
9b2924f50e54f631fe4b3e50,openai/gpt-oss-20b,gambling,RolePrompting,20260829,15121cd95e5210d9d09f04bd6bfd0cb572a41dbf6560caed4036c4c101f52aad
9cae7e5b3d5bbc34aa3d451e,openai/gpt-oss-20b,gambling,RolePrompting,20260829,09299b88a5f68eab92cd3bb719bf7010ddd4423c2513f9fe2b4c4d7a3b471783
ea4295fa246b320c8f5f9147,openai/gpt-oss-20b,gambling,RolePrompting,20260829,0be9ec67abdccc4f5f2ed9126c906c836b68dc85da33b9a7c352c329c307c272
1a25f334b21723868f9aa1d4,openai/gpt-oss-20b,gambling,ScenarioNesting,20260829,180692d354d1f734de492aa2cbf2dcd200e1bfbdd06ee57802228a391aa2bdc1
2ffc21f2a19d5247a1b82264,openai/gpt-oss-20b,gambling,ScenarioNesting,20260829,01911b1e5186dda8466a27f20c1b345e64a8374ce411902a5be17458ffe651ea
44d1ad4de022d2e1675fd5b4,openai/gpt-oss-20b,gambling,ScenarioNesting,20260829,296b6693c9df1f56dceb87e68223a9a1eb4ea28a3296a99c38392cba95cd4afe
e6436ed4fc361d08b4c19bd2,openai/gpt-oss-20b,gambling,ScenarioNesting,20260829,1dd2bde755afa873190d1e04e76d3dda475afe70b7d42374080c77b492687f4e
ec6f2d79a7620cfb158ad309,openai/gpt-oss-20b,gambling,ScenarioNesting,20260829,029b51405470a16eccb7648ca1649c2e77ec3038ce8375ec728b3d066c4efe13
136612670468ea430af38c9a,openai/gpt-oss-20b,gambling,SymbolicMasking,20260829,28834a880b62bd5e00e0891b688d538bdb34f1846a5a184aadde21513072f747
2f80b21bea535b44bd4dc0e0,openai/gpt-oss-20b,gambling,SymbolicMasking,20260829,00e1800d9bd97994758b0283194e19b83a5ee04474fd94e4d60a9a5f9c3b273b
319e473a9469dcd5c207a30e,openai/gpt-oss-20b,gambling,SymbolicMasking,20260829,1cf51760a366008b9d3bedc21c799ced298b4d6de4dbc2b0a1b70bf7bd297660
3dd6606055f50f02d093c099,openai/gpt-oss-20b,gambling,SymbolicMasking,20260829,1810a774f0ec503bde849be5cc9c7edeb19a39a65c2e736b1796efedbebc3e8a
a7404b0993c6719ec20bb506,openai/gpt-oss-20b,gambling,SymbolicMasking,20260829,268c85b43dfb4592894883f06e91e9e6ba71247858a54e44e7be875c73052d3c
0def871d7fcc383c2d0bfe7f,openai/gpt-oss-20b,intoxication,RolePrompting,20260829,0c2929a8a79081a45244ea07b16f56be24fc57fe9acd4cc63e71231c329998b1
7635b3d9adcfdf1a08f2183a,openai/gpt-oss-20b,intoxication,RolePrompting,20260829,00b546092e0f645db78a25933d38b89119170c1fe9bbe49c0634d81a241e1b42
82b506f711cfd2becc2ead7f,openai/gpt-oss-20b,intoxication,RolePrompting,20260829,1e5847619abd286bf7c29fb0dc66a0b2de6f0a367d001e1269928a75d6f0a9c0
ae56e2682665f509532e7572,openai/gpt-oss-20b,intoxication,RolePrompting,20260829,0d77f95cdc789eb5b2e2dfbc32da3ff6cfc699908372ebc2f905a1adccce8d8f
fc39e30b0059a539be84e569,openai/gpt-oss-20b,intoxication,RolePrompting,20260829,1f4b3f6c6bd8e8613e6f3acd6e5dc8ad73439127df2aa9c6f6d61c99fa220921
1e4c6fcb84ae324d36f5245f,openai/gpt-oss-20b,intoxication,ScenarioNesting,20260829,0f7eb83d20a78dc2c4c9abe5f4c959343856a42829cc86f560ae737c6e7c1ff5
2bc2f34c0537c93734211d85,openai/gpt-oss-20b,intoxication,ScenarioNesting,20260829,035c7d9b469260a1410b951ecd4e89b2589faa0f0b68f98dfb57917b50f23158
703a8dcbfb7dae2aaa251664,openai/gpt-oss-20b,intoxication,ScenarioNesting,20260829,016923295f1227244f08d37d1bc3320d64b06d78386ff47451437942d0951019
8d851d2b37ab8af5bd06667c,openai/gpt-oss-20b,intoxication,ScenarioNesting,20260829,20a434d6bced7d22e78580bacb61e922a3fb39f95ce8804e5912200341604972
d3e11e96e81b5996e6e728d0,openai/gpt-oss-20b,intoxication,ScenarioNesting,20260829,1de710f858ebd642deb8697462b3207f152c8051bc3e6e13cddb5b7f604a5a49
29908666026102538bac0ca6,openai/gpt-oss-20b,intoxication,SymbolicMasking,20260829,36f0c6345edf9d319d97abfa41f54261a7990792c486f67a98a5956907e9527d
352a405ea55c619d131c2473,openai/gpt-oss-20b,intoxication,SymbolicMasking,20260829,2cee07f3c795b34b6b6ba6d832ecf0d651e2e565099ce2326b551e6e9239b344
5ff49460473fee95429b699d,openai/gpt-oss-20b,intoxication,SymbolicMasking,20260829,138c029cf25e17bb0d424304e037c809ae4893fcdfafd116e1009b34479151ca
e80010f355ded813bdb6934d,openai/gpt-oss-20b,intoxication,SymbolicMasking,20260829,31d7c9053ffd9798d35aac92005a362e2bf76d0dd1a7b79b536e54145d4b508b
efbebfbd2a2543eede52f84e,openai/gpt-oss-20b,intoxication,SymbolicMasking,20260829,171650e71a3fec6d4db146ffc177e34c5d143c691149413d9a683d8b9f202110
3bc3ec5c5b625a7edd8589dc,openai/gpt-oss-20b,sexual_violence,RolePrompting,20260829,13f596e56f0782b340b828cd30a8cdc85ec4b70df33a3b41a515b16ae299b4eb
4adc9b89ad96a6c3991912df,openai/gpt-oss-20b,sexual_violence,RolePrompting,20260829,1153e0dbf0b22886782d779170fee3c67393698e82374aed17576880a03d09c7
6e5023585986981e0caefdb6,openai/gpt-oss-20b,sexual_violence,RolePrompting,20260829,2a9c6fb1449a15da153ad0e4ea4d2388ccecfed93548b3ac67ba5cfc259be714
bd995ad1cc2cb642b07e7179,openai/gpt-oss-20b,sexual_violence,RolePrompting,20260829,1f57ec5a44cb7d98915c471888aed54a27c515dd306787856b5e5f3991eef144
be955b046c20b2798db02310,openai/gpt-oss-20b,sexual_violence,RolePrompting,20260829,224d3beff5f260e189501a845c7238ac6329266f75e2fd4a9c18077e668c8c14
3ac698ae8069513597b92b56,openai/gpt-oss-20b,sexual_violence,ScenarioNesting,20260829,0ef22350f0aacfe1c82ccca036797dfdd642320762eb47142488d11c7e6228b5
71898a136cebb9d47a2f3b6e,openai/gpt-oss-20b,sexual_violence,ScenarioNesting,20260829,0e9598356a3ac35d8b10a941b2dee800bfd5ed8d4181ab9d5b060b7ceb063c34
779a125ca4903f0439f0e738,openai/gpt-oss-20b,sexual_violence,ScenarioNesting,20260829,0a21b027b56f5ba51a15a57d7eb44eb3b40e2f26e3ee686bfd125892302abf37
7e3d4500082455342d61daa0,openai/gpt-oss-20b,sexual_violence,ScenarioNesting,20260829,02b5f79a589955d14d91720ae88fab456cadd8a0cc679e36e72147a6af267573
ea3445d4904600d00905d22b,openai/gpt-oss-20b,sexual_violence,ScenarioNesting,20260829,07911c6265cee2093bb93091bfcae028014573c627721a97ea1982476bceb490
675d448e081abf1310f29601,openai/gpt-oss-20b,sexual_violence,SymbolicMasking,20260829,0335eae2bc29d33ea843912b74ef18b16d323b3592511623527035b336063939
6bbf2e312b8cd15e36b7bf5f,openai/gpt-oss-20b,sexual_violence,SymbolicMasking,20260829,05c8b1b3756a124f6ce9b763204f24cc2c3694f60542bfb279cc98382829b99d
a45c6602dd53371523ed1f92,openai/gpt-oss-20b,sexual_violence,SymbolicMasking,20260829,07cd1b537cf7c2f1452d82cc83e7c8882626ddc03ba230471ffc7b136c244baf
a8334e0d24cb65a716fdd5a6,openai/gpt-oss-20b,sexual_violence,SymbolicMasking,20260829,01c26881cc06de72c8f0f519202099422341a662cce6eec80e40c01e493414d6
feee723596425791fa532513,openai/gpt-oss-20b,sexual_violence,SymbolicMasking,20260829,025089c0c6997ed1d0b8427ca5870f43bce122bd66725d622932759a6c95ec7a
18ac232110c96f85eda3be84,openai/gpt-oss-20b,violence,RolePrompting,20260829,08914d464d81e76c6e96e0a9a4522d67fe0f5e4aa03401ce54a55bfbcf65bb2c
43d401b5fb5fa3f0876b2a45,openai/gpt-oss-20b,violence,RolePrompting,20260829,014040dfdf3c14cb77ff5e6eae8855ac941472952c4e9436673d8f6123d087af
b342ab08128c51fb78c612a7,openai/gpt-oss-20b,violence,RolePrompting,20260829,0555b17bda6f82db97cd75fc9d5df2503fd1343a918be88cf6436b8828c699df
cb390a5fce382e1651d8d9af,openai/gpt-oss-20b,violence,RolePrompting,20260829,08ed5425d5205be67ebe5bacb9b0627a99b7e05f76a9cc06b9c56c605eaf0eeb
fb907f37cc896d6fb70bc09b,openai/gpt-oss-20b,violence,RolePrompting,20260829,06d1641535ae2c4b0cc84459bebe0cf24adc4af7d4a02ee10728e533260a651b
2e7000fabf99812c69dd4faf,openai/gpt-oss-20b,violence,ScenarioNesting,20260829,07a824f99178b66ec3951ec0f0ca1a66b5af41a3e1718b3939e13ba1511ee535
43ffe05d00fdd65a3627d096,openai/gpt-oss-20b,violence,ScenarioNesting,20260829,18ce71aec0817594f96247a29be141dbcf9f657eb0b1a9e3d2e9c9825d3c4d31
546c0103035e1b6c32084ca4,openai/gpt-oss-20b,violence,ScenarioNesting,20260829,27de828ace8d398666ddb3dbeeb58ff6376395fee827c9205d6d39b4f21220fa
b6372ec0f1d168bcef8c357a,openai/gpt-oss-20b,violence,ScenarioNesting,20260829,233a1ffe4d8ebdbe6b5c58bd62f015ef91c97056a64158c5f2ec3424945ee36c
ea8011c292626d4ac2b58729,openai/gpt-oss-20b,violence,ScenarioNesting,20260829,1ef116b5e1e482e46e875cd7f711c2bdb53afe25ab4ba1e0ae12cdbf28386f41
43c04489dc414107a339b059,openai/gpt-oss-20b,violence,SymbolicMasking,20260829,01c590edc4bbfe2ee5599518021155af88b2d55a204a3b1b7bc82d0b9a84eeda
a99ef591a6f6cdb054edcf6a,openai/gpt-oss-20b,violence,SymbolicMasking,20260829,041d335992a0bcff9edf936c824a4ec0858b8107669538e76029695e26d1fbbf
bec8a2a188b544372b13bcde,openai/gpt-oss-20b,violence,SymbolicMasking,20260829,1391eebc47ebcd6e7cc1a8178fd328297f48a244880f03ed4aa44d047d0f251b
d65ed3a23b656dea368f6c85,openai/gpt-oss-20b,violence,SymbolicMasking,20260829,1385dd538604f102090cf5781bab701904271bde7cdd468f0d049a2b244023c4
ea089e5c8a4254b1bc91e0b1,openai/gpt-oss-20b,violence,SymbolicMasking,20260829,1279c49569ca214b54b99a12e1814926adff87867d20dd83379edd3a5c4bcffc
1af9851dfe1c17354db5fb8c,qwen/qwen3-30b-a3b-instruct-2507,gambling,RolePrompting,20260829,13005caf20ad4206c6db8b35b6cdd26135e194b90fd22b02714b24e294c7cd90
44f455fabf7393c0796db3cc,qwen/qwen3-30b-a3b-instruct-2507,gambling,RolePrompting,20260829,067b97b9e5ac86ae9b97ab383e81cec02d5cc21553aaadcce0dfb272783bb7f7
a2ed8eb1fc9eb774c9438ff1,qwen/qwen3-30b-a3b-instruct-2507,gambling,RolePrompting,20260829,03ef9b93b6d95499fb50d822e9e1533041a4e59ff4984fbbae51f9d1014c8d0d
de8185dcd8b986c54f2e6998,qwen/qwen3-30b-a3b-instruct-2507,gambling,RolePrompting,20260829,1d5596c7865f39fe369b16815af478d39914c038dd22559dbc824d2e2446efb7
ea4295fa246b320c8f5f9147,qwen/qwen3-30b-a3b-instruct-2507,gambling,RolePrompting,20260829,2008c670670c27af4281a3c0a04f7e9d9492bfcda4052e8eee90f8ae311289e9
264e6f9cba3c865ab75a7d6a,qwen/qwen3-30b-a3b-instruct-2507,gambling,ScenarioNesting,20260829,11ecf9b02b49013916859526b8e0338aa835a1daa046bbc8a5b81f4de744181a
41322fb807c897e3774f98ea,qwen/qwen3-30b-a3b-instruct-2507,gambling,ScenarioNesting,20260829,0801660461a0fc29ecfc31be0d8c922b7b47ba9429adf327d01f6878e1828e2d
6b43bd638a5ba1c1473ab789,qwen/qwen3-30b-a3b-instruct-2507,gambling,ScenarioNesting,20260829,10294363fc88795a2fb9551f3b31769cac04b000bb9cfe2194c2425275eb6223
bc0aeb296f39c1c256633079,qwen/qwen3-30b-a3b-instruct-2507,gambling,ScenarioNesting,20260829,17c58b66b17fe9039e3dcce53eb55c0a00642cdf2053192c67efc10ecaa0ee1c
d5ddfd22b48951439148c63d,qwen/qwen3-30b-a3b-instruct-2507,gambling,ScenarioNesting,20260829,0248fa353da3088ecfaac180f24c417531e81d23a1c3fcc082f717b3ea465401
0cac4208970a4f96a7a68a28,qwen/qwen3-30b-a3b-instruct-2507,gambling,SymbolicMasking,20260829,0ef4f99c67a2684a0b2296d280daebe0baf26774cb79f20867a53478e28210d8
c0786fe034512ec34283d014,qwen/qwen3-30b-a3b-instruct-2507,gambling,SymbolicMasking,20260829,0199ded7e11bee081a498d4a1fc63cbcf854de4e4cb112dca333ed26efd0fd0a
cb0ea90e9c3b8e80e7287ecd,qwen/qwen3-30b-a3b-instruct-2507,gambling,SymbolicMasking,20260829,05d33d834c0947a0ec0b9cc9a7f48e9675666e2451fcc22893143849895aa840
e0e4258577456555fa1e7816,qwen/qwen3-30b-a3b-instruct-2507,gambling,SymbolicMasking,20260829,1da195f8938c146db0e671031f5d9b32e7536aa8db163298cebd50e197e01ef1
e37f049e7697f932c0846632,qwen/qwen3-30b-a3b-instruct-2507,gambling,SymbolicMasking,20260829,1559bf351ec68f1f708dbce14967729a32ba67f665a2f7d9482277e7a797d713
125fe8f2132dbf88e220c8ca,qwen/qwen3-30b-a3b-instruct-2507,intoxication,RolePrompting,20260829,18295b04c82ba7465fe2521ffc7bbc51aa0202d094df41c404b4e80a2a44ece1
246b2b2a46e326f079a20923,qwen/qwen3-30b-a3b-instruct-2507,intoxication,RolePrompting,20260829,06d6ed4f3d2b5e4ed7eff07117824c958fbbe30b7ae56756be7c42988c019d3a
549d48bd4a771c40d7023ea9,qwen/qwen3-30b-a3b-instruct-2507,intoxication,RolePrompting,20260829,1b04cfbf52b866a58641f88d5d294494fcf9ba0f4d0d5b15ca517ebe4d1a6c4f
65bb19d748fe79a2c1f70345,qwen/qwen3-30b-a3b-instruct-2507,intoxication,RolePrompting,20260829,01eb50a35308f9b66df6d0c7819034b82c36e5f51df1e8ecd99e2fb912cf8619
9ea47b3bb1985a8cee0a8d6a,qwen/qwen3-30b-a3b-instruct-2507,intoxication,RolePrompting,20260829,0a32266a55e4dde7c9f46ec40b8616e92a0dd2020cdd250ae3cf1802253103f5
39a226aed6dbe47dddf79edd,qwen/qwen3-30b-a3b-instruct-2507,intoxication,ScenarioNesting,20260829,23868136e850b8ba040164706ad25e92640541911e3d3f47a6e0accaf699ff4f
3d6d4ebe6052653f41c4cc9b,qwen/qwen3-30b-a3b-instruct-2507,intoxication,ScenarioNesting,20260829,1ea87d637dd55ac44ce655c509a0efd779082d3b09058f98cff1467007e25928
4347d354ff02b123b14e3fde,qwen/qwen3-30b-a3b-instruct-2507,intoxication,ScenarioNesting,20260829,1036f3813e4102706ff9a094121aecf004859e14a946f4ac4a40101d610ca812
4619d5c9616bbb812f50bd34,qwen/qwen3-30b-a3b-instruct-2507,intoxication,ScenarioNesting,20260829,17af108e80fae1e2b52f2863cd918889380013ce92f4caa644589c40b7e305d7
53cb51896966718c60d66a9f,qwen/qwen3-30b-a3b-instruct-2507,intoxication,ScenarioNesting,20260829,17090d242e1acbbaaecf7dd6701da62c1e07c52da3a319886f455575acfddaef
25fb193b6f6b7f1cfc0208f0,qwen/qwen3-30b-a3b-instruct-2507,intoxication,SymbolicMasking,20260829,011b130a66805dd41ba076fab30de79fbaf3442c03595068e5e25666ceab53ee
5ff49460473fee95429b699d,qwen/qwen3-30b-a3b-instruct-2507,intoxication,SymbolicMasking,20260829,0f6c604c6befaf7d9c98212dbea382e2f6aa7e2eeb951ab59fce3121393b4918
